Restaurant ID,Restaurant First Active Date,GMV (Gross Merchandise Value) (EUR),Total Sales Before Discount (EUR),Commission (EUR),Bolt Investments to User Discounts (EUR),Restaurant Investments to User Discount (EUR),Net Rate (%),Requested Orders,Total Number of Delivered Orders,Monthly Active Users,New Users,Menu Conversion (%),Availability Rate (%),Menu Photo Coverage (%),restaurant Average Rates,Restaurant Total Rates,Restaurant Avergae Cooking Time
52152,44792,4052.832621,3800.726856,950.1646083,76.81916122,601.0216,0.12220864,245,243,182,5,0.136107981,0.990418494,0.089743592,3.839999914,96,14.13991737
51946,44791,2574.303037,2384.258471,589.0566959,88.16101964,0,0.07280169,200,198,150,4,0.314960629,0.967711985,0.699999988,4.428571224,93,17.45959663
51957,44791,1922.49559,1709.731306,335.0977861,88.61385123,0,0.00171106,178,170,123,6,0.364210516,0.982818782,0.910344839,3.294117689,56,14.20588207
48087,44790,1263.561689,1168.314884,269.9469777,21.72297494,213.0773,0.1012528,106,101,78,2,0.18264015,0.960404634,0.065420561,4,40,16.66336632
51641,44786,2485.246951,2268.786218,565.5511693,99.0716034,0,0.06891711,139,137,116,4,0.101238161,0.911613047,0,4.333333492,65,13.2116785
51778,44786,2541.828702,2347.691321,465.7791081,20.67180005,430.9933,0.06623665,176,174,127,2,0.129394159,0.996666491,0.949412823,4.173913002,96,19.44827652
51029,44779,12083.81367,10828.91767,974.395912,3.44760422,4338.1547,0.08035115,551,542,457,11,0.064679548,0.986990452,1,,0,3.645756483
51386,44777,132.128424,123.277109,18.49366963,16.67679445,0,0.01375083,10,7,7,0,0.086021505,0.995481431,0.096616544,,0,161.7142792
50447,44777,11457.33645,10589.4251,1590.803637,14.76898702,2.2915,0.05838199,504,498,353,10,0.200322449,0.995669782,1,4.13793087,240,14.12048149
49918,44775,2812.113373,2602.242744,392.1626506,1.0585848,0,0.07397222,145,142,104,6,0.054094665,0.998789191,1,4.071428776,57,10.20422554
51355,44775,3370.753442,3184.262101,853.8833822,161.1396579,0,0.1074837,202,201,164,9,0.242460802,0.922889709,0.578947365,4.307692528,56,7.253731251
51405,44775,1325.712127,1245.239989,363.8695734,58.00745711,0,0.12567269,104,104,82,2,0.231111109,0.999563932,0.037037037,4.5,36,7.471153736
50442,44774,3708.05274,3424.309732,516.0272158,1.06078562,0,0.05526844,162,160,153,7,0.057315771,0.997782588,1,3.777777672,68,15.61250019
51126,44772,24.574446,22.225565,5.55586962,6.66955653,0,-0.18236693,2,2,2,1,0.037037037,0.895610631,0,3,3,20
51127,44772,36.902606,35.14449,6.93228234,5.59581196,0,-0.0273255,2,2,2,1,0.030769231,0.892581582,0.137931034,,0,19.5
49913,44771,1475.872556,1309.217016,190.8835002,-1.47466183,0,0.06030068,77,76,60,2,0.055878084,0.998631716,1,3.666666746,33,10.01315784
50104,44767,3068.185668,2892.81107,591.9273209,71.17237332,508.054,0.07695759,189,184,143,4,0.237673834,0.97953409,0.634146333,4.5,108,30.36956596
50448,44764,2847.778215,2642.196919,394.8177231,5.35019643,0,0.05444785,121,120,102,1,0.093871221,0.999391913,1,3.461538553,45,16.09166718
50103,44764,2007.646481,1832.965322,505.1787141,100.3943392,0,0.08108915,135,134,107,5,0.145833328,0.885221243,0.230769232,4.384615421,57,14.26119423
50450,44764,5786.321943,5390.684513,807.1367642,2.1190177,1.0447,0.05903441,276,274,236,8,0.082659476,0.999391913,1,3.857142925,135,16.19708061
50111,44764,7396.664253,7056.190317,1144.337908,13.87206315,2842.912,0.08318401,253,251,194,4,0.08639013,0.975917399,0.86481595,4.62857151,162,31.73306847
50110,44764,2459.878556,2300.054903,367.3400703,4.73587414,928.3893,0.07084466,90,89,77,1,0.05905512,0.959896088,0.86481595,4.333333492,78,29.79775238
50687,44763,2158.521582,1968.020326,530.3845384,126.1981095,0,0.07986844,123,115,91,7,0.202680066,0.976100147,0.702702701,4.583333492,110,18.24347878
50530,44762,460.372812,419.010983,61.41420942,81.20208853,0,-0.04298229,24,24,20,3,0.126984134,0.998910546,1,,0,75.41666412
48616,44757,25584.9344,24217.07579,4183.114792,0,9689.3901,0.08566879,1028,1019,788,26,0.184896782,0.911121905,0.24166666,4.213675022,493,27.16290474
48619,44757,0,0,0,0,0,,0,0,0,0,0,0.189344734,0,,0,
48618,44757,2141.960393,2140.678222,192.7223853,0,856.2712,0.08997477,100,82,73,2,0.044444446,0.882809401,0,,0,96.12194824
50252,44756,432.718037,394.188781,114.4625076,19.66193322,0,0.09542387,52,48,42,1,0.127764121,0.936869621,0.166666672,3.333333254,10,15.35416698
46600,44755,427.109589,387.476743,84.69892746,7.11754143,0,0.04909215,30,29,28,0,0.121338911,0.865389824,1,3,3,61.37931061
49848,44754,344.867577,316.080008,69.53760184,12.44857773,0,0.05991795,27,25,22,1,0.121076234,0.692856371,0.018181818,1,1,18.55999947
49854,44754,167.116851,152.534635,33.5576199,4.83445398,0,0.03960827,17,13,13,1,0.063670412,0.728901446,0.018181818,2,4,22.61538506
50109,44754,2714.98457,2498.358507,690.3576915,158.7227346,0,0.0567524,246,246,192,11,0.299754292,0.994320095,0,3.945945978,146,11.69512177
50112,44754,2479.440262,2191.879962,586.6931926,115.4090366,0,0.04461009,270,270,182,7,0.276859492,0.955614626,0.230769232,4.416666508,106,8.366666794
50114,44754,1274.16066,1191.065331,321.5918943,7.33248386,0,0.14623469,74,73,56,1,0.12371134,0.949236512,0.157894731,4.599999905,23,12.86301327
49847,44753,2701.239073,2476.347531,572.4674209,130.9896328,186.4155,0.03587811,202,201,164,3,0.168776378,0.949248135,1,4.173913002,96,10.18407917
49850,44751,1483.629608,1373.4141,297.5039426,88.89551742,0,0.0189756,100,96,77,2,0.218543053,0.756807625,1,4.375,35,8.59375
49680,44750,1409.053428,1274.937045,191.2473735,143.9713015,8.4814,0.03355165,70,64,56,13,0.075921908,0.831502795,0.038616251,,0,49.96875
49842,44749,1420.526785,1318.329616,319.4812058,34.09427355,238.041,0.0907283,98,97,75,4,0.176470593,0.955598772,0,4.25,51,18.59793854
49138,44746,2121.503843,2048.444543,388.2243591,5.24743386,643.0254,0.11694237,111,111,78,4,0.221556887,1,0.540940762,4.166666508,50,19.48648643
49137,44746,986.233474,930.853464,165.1070274,1.58089604,393.3874,0.09141784,52,51,43,1,0.05268595,0.978899837,0.46938777,5,5,16.03921509
49135,44746,1695.833023,1592.945423,354.0286699,28.17233693,442.9433,0.09655297,83,83,59,2,0.069397993,0.978922606,0.576066792,5,20,19.34939766
49136,44746,1253.019915,1177.892543,208.8622001,1.05362495,499.5929,0.09238774,65,65,56,1,0.073947668,0.978896856,0.347547978,4.666666508,28,16.56923103
49423,44744,1604.904137,1550.81508,251.2354291,6.82345191,620.3262,0.10034416,50,49,45,0,0.042387545,0.965355396,0,4.166666508,25,22.73469353
49425,44744,1804.465501,1725.597772,326.1381658,7.35860948,517.6793,0.11523714,61,61,47,1,0.096062995,0.975132406,0,4.5,36,20.90163994
49320,44742,1651.283382,1499.54925,343.7545379,97.97718676,0,0.01380739,166,166,145,11,0.229485393,0.991102695,0.027777778,3.84210515,73,13.12650585
49319,44742,3937.346469,3502.790339,803.3866782,165.6715304,0,0.01771465,386,385,294,20,0.310513437,0.970969498,0.037037037,3.905660391,207,13.83376598
48648,44740,2106.748725,1887.464552,477.2178202,93.13993837,0,0.04321966,180,165,136,10,0.125440449,0.164180636,0.525423706,4.043478489,93,35.93939209
48142,44740,2956.229874,2655.778113,710.5022611,89.17876595,0,0.07433893,243,242,178,3,0.147630617,0.982925713,0,4.466666698,67,9.917355537
48649,44739,2164.386427,1862.733566,472.126221,80.01699519,0,0.00591881,204,198,139,9,0.175699294,0.78680867,0.444444448,4.037036896,109,45.54545593
48869,44736,1033.408463,947.752922,252.1643355,62.85948936,0,0.05228848,103,100,80,6,0.263427109,0.958708107,0.484848499,4.333333492,26,11.93999958
48652,44733,244.705626,231.432744,62.48684058,15.57844308,0,0.09116915,16,15,15,1,0.05839416,0.909002542,0.173913047,,0,19.20000076
48658,44733,120.327895,112.213758,28.05447256,5.41490948,0,0.05251614,9,9,7,0,0.088235296,0.917081773,0,,0,11.88888931
48653,44733,1742.659137,1575.644121,425.4239115,94.24930976,0,0.0614808,113,112,82,2,0.138820633,0.906282425,0.134615391,4.75,19,13.3660717
48668,44733,4950.658474,4702.033083,778.7608742,10.9146526,0,0.0704493,289,288,228,8,0.246786639,0.994278133,0.775862098,4.619047642,97,16.5625
48657,44733,175.470925,165.142855,41.28623895,26.63497622,0,-0.02759683,13,13,13,2,0.091549292,0.926843882,0.137931034,4.333333492,13,16.69230843
48378,44729,4386.796332,4127.218991,904.1013413,213.6648446,0,0.06385679,254,253,197,9,0.21888791,0.998344243,1,4.722222328,85,19.35177803
47898,44727,293.291902,277.389223,69.34730622,70.73807302,0,-0.06495883,10,9,9,3,0.018867925,0.983098269,1,4.5,9,28.55555534
47907,44727,492.256081,444.257965,111.0644904,42.36102622,0,0.0028207,33,31,26,3,0.039951574,0.990684748,1,2.5,5,36.70967865
47905,44727,89.302409,83.504473,20.87611821,17.52672382,0,-0.04612875,5,4,4,2,0.019920319,0.972195566,1,,0,48.75
48248,44727,980.08908,893.830389,223.4575977,55.93307861,0,0.02984535,71,68,56,0,0.047912389,0.991288185,1,3.666666746,22,38.01470566
47904,44727,2355.106245,2172.507671,542.2282324,175.5032988,0,0.04368765,141,139,105,2,0.044339623,0.965501666,1,4.5,63,38.60431671
47901,44727,451.664752,412.01432,101.0927194,35.75050743,0,0.02314565,33,30,27,0,0.038415365,0.982232392,1,,0,22.33333397
48247,44727,311.237861,296.361861,72.00899652,44.08184336,0,0.02485056,13,13,11,3,0.034482758,0.964337647,1,5,10,21.92307663
47923,44727,584.232051,565.911198,138.570509,91.9100347,0,0.0309094,18,18,16,4,0.030664396,0.989700794,1,4,4,39.33333206
47925,44727,1284.800378,1196.545956,299.136488,108.9116191,0,0.03861202,74,73,63,1,0.057275541,0.989960253,1,4.400000095,22,32.27397156
47903,44727,358.366657,339.760431,84.94010808,55.58628459,0,-0.0176411,13,12,12,3,0.014652015,0.966603339,1,4,12,94.91666412
47117,44725,937.111641,837.473984,234.4927156,19.76139095,0,0.11032455,67,65,42,4,0.130434781,0.916995883,0.090909094,4.428571224,31,12.83076954
48081,44724,1523.875031,1455.737511,362.4771266,100.2422761,122.1373,0.0915022,68,68,60,5,0.083023541,0.970175624,0.525649369,4.785714149,67,38.86764526
48082,44724,2875.761707,2746.144353,701.7592795,245.7700917,214.863,0.09340727,142,142,91,8,0.083832338,0.966289461,0.525649369,4.758064747,295,21.54225349
48083,44724,1683.014662,1600.796716,396.8139481,98.605198,128.2771,0.11774991,55,54,47,2,0.09151414,0.981945992,0.525649369,4.545454502,50,39.83333206
48084,44724,1959.382186,1882.381865,472.8542019,74.30923719,180.8572,0.14099356,91,91,66,3,0.065779172,0.968279362,0.525649369,4.675675869,173,24.1428566
42998,44722,4672.156346,4278.013485,838.2606167,60.88889084,788.6563,0.05492207,262,261,143,2,0.205577686,0.961296082,0.959789395,4.058823586,138,16.79310417
47794,44721,1194.300541,1109.573062,201.1483269,10.98133306,439.0785,0.06654176,72,71,67,1,0.080627099,0.993876994,0.238095239,3.142857075,22,11.87323952
47793,44721,122.050719,111.214838,28.64133013,1.05245415,15.7438,0.11353726,11,11,9,0,0.024282562,0.993873656,0.526315808,5,5,12.090909
48089,44721,1085.061205,1015.17314,247.6742147,16.86629727,0,0.11369164,71,70,52,1,0.155701756,0.978835881,0,4.599999905,23,11.10000038
47791,44721,147.927516,133.892358,33.61238172,8.43895789,21.8511,0.0532144,11,11,10,1,0.022403259,0.993869483,0.461538464,,0,13
47799,44721,124.127355,116.623421,21.72888518,0.52443366,44.1938,0.07685313,7,7,6,0,0.01635514,0.993884683,0.588235319,,0,10.28571415
47795,44721,54.383644,50.988663,13.34258939,0,6.5133,0.10385057,5,5,5,0,0.0147929,0.993875146,0.576271176,,0,8.199999809
47798,44721,992.465135,933.454135,168.7490356,4.71681222,370.9573,0.06555569,58,58,53,1,0.051464062,0.993876278,0.588235319,3.599999905,18,12.5
48092,44721,2094.706349,1965.076469,425.8151847,44.20706178,373.9542,0.08603017,159,159,118,1,0.143631443,0.987659454,0.98113209,3.928571463,55,9.062892914
48095,44721,1844.953332,1724.058422,373.0768613,34.34276976,328.7405,0.08545661,133,132,101,7,0.160822242,0.995309412,0.98113209,3.818181753,42,9.92424202
47912,44720,2074.388721,1952.58034,474.6770411,88.40850518,0,0.10026492,110,110,91,6,0.206766918,0.956753731,0.054588374,4.699999809,47,12.13636398
47948,44720,566.558146,537.712425,132.1788917,24.11464431,0,0.08922943,46,46,37,1,0.181102365,0.985615253,0.059701491,5,5,18.80434799
47157,44719,2127.249561,1960.954979,505.389626,58.58674367,271.4876,0.11675286,121,120,103,3,0.089955024,0.996826053,0.970588207,4.142857075,29,19.26666641
47950,44719,940.676002,879.156383,219.3250087,66.7591905,0,0.05145725,74,73,57,7,0.23624596,0.988978803,0.059701491,3.833333254,23,13.38356209
47142,44717,1238.508382,1120.958543,302.672722,21.10508928,0,0.1054528,78,78,64,1,0.241486073,0.968642831,0.096774191,3.799999952,38,17.34615326
47131,44711,269.783435,246.883127,56.7883189,21.43475481,0,0.01085563,25,25,23,1,0.089928061,0.9981879,0.881761968,4.333333492,13,14.11999989
47130,44711,556.828181,513.366678,117.8804661,20.05142008,0,0.04275946,49,49,39,0,0.241379306,0.972365141,0.871794879,4.400000095,22,8
47005,44708,2698.043252,2464.39583,348.4170586,1.69132012,0,0.05535515,121,120,111,4,0.067522325,0.999274909,1,4.285714149,60,10.65833378
47138,44708,1626.517518,1522.448595,380.5972201,62.01099368,0,0.09022004,112,112,85,3,0.169954479,0.98782295,0,4.5,45,16.8839283
44048,44708,4282.201337,3953.201086,556.7297005,0,1.4799,0.05706137,198,197,148,4,0.11838942,0.99883014,1,4.333333492,78,11.03553295
47169,44707,3618.19039,3494.232662,628.9618782,8.91220437,1397.6927,0.11291883,120,119,93,1,0.097640358,0.987244189,0.854545474,4.166666508,25,21.59663773
47124,44707,969.318636,907.563992,252.9360866,19.51366533,0,0.12476343,65,64,55,2,0.151162788,1,1,4.199999809,42,15.046875
44047,44707,3819.891596,3522.207662,497.1426001,0,0,0.05702689,182,182,153,6,0.100552484,0.999967754,1,3.75,45,12.5
46936,44706,19.220443,18.697338,4.48736102,0,0,0.18417313,1,1,1,0,0.025,0.351382136,0.024539877,,0,9
46935,44706,133.736069,129.245937,29.68849792,0,0,0.16073936,9,8,7,0,0.05882353,0.849943697,0.024539877,,0,38.375
46927,44705,1532.996508,1485.699012,368.9834938,160.349397,0,0.08886027,44,42,34,1,0.089171976,0.919682503,0.326080292,4.25,17,43.5
46982,44705,667.602414,617.728044,125.3570722,3.91281795,180.1373,0.09726158,39,39,37,1,0.093975902,0.848114848,0.647058845,4.833333492,29,14.8717947
44517,44705,2477.583967,2277.351629,520.2630894,141.5793063,0,0.02315755,226,225,175,13,0.380546063,0.979887009,0.743243217,3.666666746,66,4.893333435
46923,44705,1359.146264,1288.892911,361.3834091,99.59776893,61.3243,0.11541354,63,61,50,3,0.131914899,0.987180531,0.051742725,4.714285851,33,35.24590302
46409,44701,62.915699,60.46829,8.46683943,0,0,0.05897511,3,3,3,1,0.018404908,0.998413861,1,5,5,55.66666794
46411,44701,92.60437,88.067566,12.32987819,0,0,0.05581007,5,5,5,0,0.023255814,1,1,,0,12.80000019
46413,44701,45.289329,43.630694,6.1108425,0.52719177,0,0.04154245,4,3,3,0,0.03125,1,1,,0,17.66666603
46408,44701,108.50521,103.233869,14.4544363,0,0,0.05872905,4,4,4,0,0.018957347,0.999996662,1,,0,24.25
46406,44701,78.040339,73.900779,10.34820812,0.52212631,0,0.05967348,4,4,4,0,0.020304568,1,1,,0,22.25
44050,44701,6516.545297,6097.461198,910.4172277,-0.40697243,0,0.05774965,298,294,253,6,0.086037077,0.999971747,1,3.971428633,139,11.55782318
46404,44701,0,0,0,0,0,,0,0,0,0,0,0.999683499,1,,0,
46623,44700,1155.900886,1022.751373,239.1421566,89.28825554,64.9326,-0.00122533,92,91,80,2,0.156729132,0.99603492,1,4.214285851,59,8.296703339
46621,44700,8341.912547,7792.829409,1945.222822,320.6312734,0,0.08986249,492,489,347,9,0.386994451,0.987837255,0.049573343,4.583333492,165,11.57055187
46625,44700,2192.36864,1963.925136,461.1953296,146.316904,116.9051,0.00303201,183,178,146,8,0.197814211,0.946465135,1,4.521739006,104,10.31460667
46638,44700,1546.416409,1475.965946,384.5641167,135.8413868,0,0.07910346,82,81,67,3,0.140893474,0.914073288,0.864077687,4.5,45,23.98765373
45997,44699,128.110558,119.078255,17.8623702,0.52160295,47.6329,0.04597682,5,5,5,0,0.013888889,0.990743637,0.933333337,,0,46.40000153
45998,44699,198.080482,188.992398,28.34885976,0,75.597,0.07027638,7,7,7,0,0.012750455,0.990737915,0.935483873,5,5,45.42856979
46596,44699,106.762288,101.132548,28.3183858,9.1952834,0,0.11295452,6,6,6,0,0.022140222,0.978796065,0.885164022,5,5,33.66666794
45999,44699,188.302648,184.540588,27.68108827,0,73.8162,0.11419802,4,4,4,0,0.01843318,0.990720868,0.92592591,,0,57.75
46004,44699,0,0,0,0,0,,0,0,0,0,0,0.995464802,0.92592591,,0,
46597,44699,44.383844,40.222823,11.26239057,0.52713552,0,0.07792866,2,2,2,0,0.012658228,0.978779733,0.872727275,,0,47.5
45990,44699,182.440095,173.035519,25.69062421,0,69.2141,0.06715844,9,8,8,1,0.024456521,0.991948605,0.92592591,5,5,29.75
46593,44699,16.19818,14.625418,4.09511693,4.38762529,0,-0.18398325,1,1,1,0,0.005464481,0.978778601,0.851063848,,0,20
46592,44699,149.271984,144.011622,40.32325419,26.19157322,0,0.02749635,7,5,4,1,0.048,0.978358269,0.892307699,,0,55
46003,44699,255.885129,248.672779,37.77066728,1.05291981,97.5922,0.09902679,7,7,7,0,0.026819924,0.995460033,0.935483873,,0,25.5714283
45992,44699,386.427794,366.816148,55.02242254,1.04340363,146.7266,0.07223526,16,14,14,0,0.0311804,0.988940775,0.933333337,,0,45.1428566
45995,44699,317.150943,302.121459,45.31821883,1.04933374,120.8486,0.08178827,11,10,10,0,0.029023746,0.989877224,0.92592591,5,5,51.70000076
45996,44699,701.118708,663.204742,99.11051188,4.29438852,265.2844,0.05955006,31,28,25,1,0.029204432,0.986357689,0.90322578,2.5,5,28.3571434
46000,44699,565.896439,541.557778,82.47730891,2.61710787,211.6571,0.07344054,29,26,21,0,0.04957265,0.987677634,0.90322578,,0,36.07692337
45993,44699,217.65016,203.809042,30.57167152,2.09676481,81.5244,0.0363875,9,8,8,0,0.019354839,0.989193141,0.935483873,3,3,65.875
46002,44699,28.275587,26.965245,4.04478674,0,10.7861,0.06049769,1,1,1,0,0.00330033,0.995455503,0.933333337,,0,13
46009,44699,1286.801867,1232.630209,182.8874719,8.47346499,493.0569,0.06641982,57,55,48,4,0.055500496,0.995030284,0.90322578,4.599999905,23,22.39999962
45991,44699,1079.667642,1037.279805,156.1567805,4.73013884,411.1592,0.07084657,47,46,36,1,0.051396649,0.992293417,0.90322578,5,15,35.76086807
45989,44699,410.238086,391.374335,58.70615026,1.56846828,156.5498,0.08144732,13,13,11,0,0.034666665,0.991942346,0.935483873,,0,37.23077011
45983,44699,359.238587,346.583989,51.364914,1.04778612,138.6338,0.08325376,13,13,12,2,0.029345373,0.991935074,0.933333337,5,5,26.61538506
42691,44698,489.926446,441.290919,118.1777239,11.29456281,0,0.08613152,42,39,28,1,0.122388057,0.98936379,0.968847334,4,8,8.589743614
46402,44698,17.575578,15.915981,2.22908727,0.52911604,0,0.04231653,1,1,1,0,0.009009009,0.999966204,1,,0,15
44929,44695,1052.215208,984.797876,256.029146,74.43112509,0,0.06755279,69,69,64,2,0.140529528,0.993534565,0.982608676,3.714285612,26,12.31884098
44927,44695,1488.359442,1398.176156,359.7297792,50.1136731,0,0.11182606,95,94,65,6,0.170329675,0.979329824,0.982608676,4.181818008,46,17.68085098
46101,44694,2424.308597,2262.645635,485.1587881,14.17064761,603.1406,0.09601611,153,151,128,1,0.205234155,0.990464032,0.807453394,3.941176414,67,15.44370842
44510,44694,3420.652249,3177.955951,822.7414249,131.1474719,0,0.08842993,223,220,167,1,0.210275933,0.991462111,0.642857134,4.125,66,10.42272758
46095,44694,5348.184096,5182.617731,1037.347938,736.5738635,404.9209,0.00522725,165,163,140,7,0.152700186,0.987213016,0.718446612,4.199999809,84,21.25153351
46099,44693,1748.001465,1465.970059,400.5043435,41.61072321,161.8061,-0.00963464,161,161,121,4,0.185314685,0.774357617,0.146341458,4.653846264,121,10.07453442
46098,44693,3016.505229,2491.326563,674.5053624,30.45310292,238.2784,0.00576508,276,276,218,6,0.193382353,0.814248562,0.146341458,4.413043499,203,10.847826
44049,44693,15228.54388,14142.80041,1999.86678,13.50902459,0,0.06155704,693,688,482,19,0.213643417,0.996932805,1,4.40625,282,10.8386631
45952,44693,1009.980807,892.377471,240.603549,71.60528347,0,0.01512434,78,78,62,3,0.186157525,0.983839512,0.021739131,4.599999905,46,10.6282053
45903,44691,2938.819576,2745.856614,494.296533,0,1152.419,0.08825623,129,129,110,0,0.08692722,0.954736471,0.833333313,3.533333302,53,24.9069767
45905,44691,2243.253161,2083.654,375.0661786,0,887.1004,0.08042831,102,102,84,2,0.062423501,0.956094444,0.833333313,4.25,51,25.38235283
45634,44688,3733.692205,3439.888726,778.5985706,401.3221655,0,0.00230771,174,173,120,0,0.152422905,0.993673325,0.725130916,4.666666508,126,16.82658958
45651,44688,1195.376444,1122.759696,335.9034661,103.3481818,16.7983,0.1013434,59,57,47,6,0.131336406,0.953732073,0.545454562,4.272727489,47,47.08771896
45636,44687,13966.44277,13051.92161,3006.671448,1539.969432,0,0.01452916,610,606,477,8,0.270982146,0.99376899,0.722222209,4.50847435,266,16.35478592
45649,44687,626.93116,584.594509,175.378352,32.62460048,0,0.09798799,50,49,38,2,0.135734066,0.990127206,0.046153847,4,12,16.65306091
43970,44686,1884.573749,1739.717188,314.7968164,35.79861498,0,0.05905078,108,107,96,2,0.101029001,0.97680074,1,4,32,13.40186882
43967,44686,1467.958201,1373.276489,249.0454164,28.3288294,0,0.05257614,78,78,71,1,0.090592332,0.985789478,1,4,16,12.7435894
40380,44686,11.319609,10.662854,2.66466768,3.20009019,0,-0.25868255,1,1,1,1,0.020408163,0.959030151,0,,0,12
43971,44686,918.920686,834.791551,151.9339846,17.35080422,0,0.02688863,58,57,53,0,0.061636556,0.986487031,1,3,15,10.07017517
45637,44686,1695.330261,1595.186713,393.9016201,77.58179358,0,0.08747637,106,106,70,2,0.219917014,0.988172054,0.525252521,3.75,15,12.45283031
44968,44683,33.660751,31.718959,8.7868248,2.70324807,0,0.06442046,5,4,4,0,0.166666672,0.648397088,0.647058845,1,1,12.5
44969,44683,113.577101,104.144819,29.49575301,0,0,0.14182664,8,8,6,0,0.142857149,0.892480731,0.6875,5,5,10.5
44972,44683,504.045857,461.928731,134.9017581,97.11510114,0,-0.05293992,51,46,39,2,0.156441718,0.986730158,0.647058845,2.333333254,7,10.347826
44518,44681,1380.726526,1253.093656,285.4095735,102.6295988,0,0.00849671,127,126,101,7,0.335092336,0.979743659,0.743243217,4.099999905,82,7.079365253
45174,44680,4945.077071,4528.459219,958.4841681,109.0180183,0,0.04951557,368,367,271,8,0.282208592,0.96380955,0.117647059,4.357142925,122,9.664850235
44970,44680,550.184336,519.44889,136.8874291,124.1857146,0,-0.05713673,34,34,24,3,0.290598303,0.975685,0.647058845,3,6,7.411764622
45179,44680,641.708859,612.533532,183.7600599,56.22756407,0,0.09822814,36,36,19,1,0.118811883,0.961340964,0.300000012,4.666666508,28,14.16666698
45175,44679,1041.084661,954.716134,227.3887358,64.36127938,0,0.02048421,87,87,74,7,0.141693816,0.958837807,0.117647059,4.428571224,31,16.04597664
44923,44678,1141.95503,1044.998007,186.5647385,80.24500596,0,-0.02307606,104,104,81,5,0.336601317,0.998541713,0.743243217,3.307692289,43,8.211538315
44932,44678,2061.802652,1939.38612,501.2177077,93.78297143,0,0.10790911,132,124,108,15,0.179886684,0.982012451,0.982608676,4.454545498,49,18.54838753
44949,44677,3546.014367,3270.636095,601.6636136,-2.11418949,1331.1156,0.0758737,189,189,167,5,0.110268377,0.955514729,0.708333313,4.346153736,113,21.61375618
43950,44676,2999.024684,2803.727949,569.9666915,63.26382247,0,0.06049567,198,195,134,5,0.171300441,0.998985291,0.408450693,4.342857361,152,13.14358997
42546,44676,2433.576219,2308.586849,465.1322567,42.51874676,436.5671,0.07962816,148,148,108,4,0.202462375,0.978811026,0.956521749,4.176470757,71,14.06081104
44516,44676,258.038749,240.758499,71.85135164,1.64851739,0,0.17563019,17,17,14,0,0.075555556,0.914295673,0.795891762,2.333333254,7,14.94117641
44506,44674,757.0122,703.649309,195.6783077,43.44488006,0,0.11195106,54,54,39,3,0.189473689,0.953013718,0.847457647,4.5,9,10.07407379
43963,44673,1655.250953,1540.578209,279.8795912,30.51867341,0,0.0545704,102,101,85,1,0.089238845,0.985461295,1,3.916666746,47,8.950494766
43965,44673,744.494405,692.162581,116.4893651,14.3485454,0,0.03173685,43,43,35,0,0.056833558,0.994838059,1,3.25,26,9.23255825
43992,44673,4486.788695,4236.592288,760.8726561,-2.08804318,1694.6367,0.08980581,165,165,144,2,0.094285712,0.951340556,0,3.733333349,56,29.99393845
43960,44673,3576.740351,3364.117455,610.1613517,64.61948878,0,0.05252974,182,182,144,4,0.174999997,0.979442418,1,4.071428776,57,10.45054913
44241,44673,0,0,0,0,0,,1,0,0,0,0.018518519,0.969188094,0,,0,
44509,44671,1926.046114,1781.553194,319.5141279,8.38914288,712.6213,0.06072817,100,100,79,4,0.118421055,0.992269814,0.046153847,4.333333492,39,23.84000015
44508,44671,1485.291932,1364.118272,243.3151043,4.70979364,545.6475,0.05094274,78,78,71,1,0.137566134,0.976435423,0.046153847,4.5,9,20.69230843
43949,44659,637.927357,591.796847,176.3619959,35.22689991,0,0.11196964,41,40,36,2,0.039999999,0.979582489,0.959629953,3,6,21.27499962
44003,44659,63.526389,59.812801,11.49397636,4.64069232,13.8348,0.0362594,3,3,3,0,0.029126214,0.883244455,0.137931034,,0,18
44004,44659,249.338684,235.066984,44.82112272,1.57916549,55.7739,0.09659187,11,11,11,0,0.074829929,0.846450984,0,4,4,12.81818199
43983,44658,1581.184233,1438.330831,431.5148541,60.95863686,1.0547,0.1207995,108,107,80,8,0.067444876,0.99251765,0,4.333333492,91,13.16822433
43205,44657,473.963305,443.86327,101.6892001,37.74331741,0,0.02046792,36,36,31,0,0.27692309,0.963764608,0.871794879,,0,6.833333492
43762,44657,1229.759516,1099.670035,291.7194589,49.70667986,0,0.07441058,81,80,68,5,0.120980091,0.968905985,0,4.5,27,10.52499962
43207,44657,77.665311,74.542114,16.76787799,8.66284213,0,0.0160726,6,6,6,1,0.086956523,0.996733785,0.857941806,,0,14.83333302
43787,44656,2390.910028,2253.850444,405.6930788,11.02471801,901.5402,0.07599496,105,104,85,3,0.103960395,0.991246998,0.087719299,4,48,24.04807663
43607,44656,923.082119,846.907778,209.6251032,6.28879919,0,0.0949498,68,68,56,0,0.176315784,0.953392804,1,3.5,21,28.98529434
43769,44656,879.881427,830.571029,148.0007542,5.23945135,332.2286,0.07773435,41,41,36,0,0.054886211,0.996279776,0.087719299,4.666666508,14,25.39024353
40382,44652,55.940289,46.777119,11.69164528,1.04852632,0,-0.01165853,7,5,5,0,0.074468084,0.936549187,0.137931034,4,4,13.80000019
26008,44652,103.265548,99.395296,26.83672982,0.52160295,0,0.20230677,4,3,3,0,0.046511628,0.957548261,1,4,4,53
